analysis_set,anchor_unit_id,disease,primary_gwas,locus_id,locus_label,gwas_lead_snp,source_gwas_lead_snps,source_lead_signal_ids,eligible_source_gwas_lead_snps,eligible_source_lead_signal_ids,gene_symbol,gene_id,cell_class,beta_G,SE_G,P_beta_G_positive,beta_G_sign_probability,direction_class,PP4,PP4_relaxed_max_diagnostic,coloc_join_status,mr_p_value,mr_bh_fdr,mr_nsnp,egger_intercept_p,eqtl_finemap_max_PIP,evidence_grade,grade_reason,primary_anchor_eligible,qtl_label,qtl_resolution,cell_mapping_confidence,source_qtl_labels,source_signal_count,all_signal_grades,qtl_lead_snp,complex_region,effect_interpretation,allele_reaudit_status,source_doi,gene_id_clean,beta_D,SE_D,expression_estimable,pathology_phenotype,disease_expression_resource,replication_role
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPDR1|ENSG00000086289|Immune,AD,Bellenguez et al.,AD|EPDR1,EPDR1,rs6966331,rs6966331,AD|rs6966331,rs6966331,AD|rs6966331,EPDR1,ENSG00000086289,Immune,-0.158,0.02,1.3877787807799999e-15,1.0,higher_expression_lower_disease_risk,0.95,0.95,exact,4e-15,4e-14,5,0.584,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2,3,,rs2718071,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000086289,-0.0521570889689027,0.0787355143003137,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000106144|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,CASP2,ENSG00000106144,Immune,-0.225,0.072,0.000889025299108,0.999110974701,higher_expression_lower_disease_risk,1.0,1.0,exact,0.0018,0.00390747330961,3,0.364,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000106144,0.11256524948934,0.0481794289577932,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000229153|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,EPHA1-AS1,ENSG00000229153,Immune,-0.065,0.007,0.0,1.0,higher_expression_lower_disease_risk,1.0,1.0,exact,2.1500000000000003e-21,3.4513157894700003e-20,7,0.22,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2;MG4,4,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000229153,0.403306799447454,0.266291896554697,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000197448|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,GSTK1,ENSG00000197448,Immune,-0.465,0.107,6.93862564621e-06,0.999993061374,higher_expression_lower_disease_risk,0.98,0.98,exact,1.5e-05,5e-05,3,0.223,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000197448,0.0222497969843761,0.0469603802816261,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPHA1|ENSG00000159840|Immune,AD,Bellenguez et al.,AD|EPHA1,EPHA1,rs11771145,rs11771145,AD|rs11771145,rs11771145,AD|rs11771145,ZYX,ENSG00000159840,Immune,-0.177,0.023,7.04991620637e-15,1.0,higher_expression_lower_disease_risk,1.0,1.0,exact,3.5e-14,3.3888888888900003e-13,7,0.0526,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG2;MG3,3,,rs11769559,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000159840,0.105353530289173,0.0530581683297504,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|FERMT2|ENSG00000073712|Immune,AD,Bellenguez et al.,AD|FERMT2,FERMT2,rs17125924,rs17125924,AD|rs17125924,rs17125924,AD|rs17125924,FERMT2,ENSG00000073712,Immune,0.1,0.02,0.999999713348,0.999999713348,higher_expression_higher_disease_risk,0.97,0.97,exact,3.27e-07,1.42478571429e-06,5,0.642,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG3,2,,rs17125798,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000073712,0.100489286436558,0.0782173085181817,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|MS4A6A|ENSG00000214787|Immune,AD,Bellenguez et al.,AD|MS4A6A,MS4A6A,rs1582763,rs1582763,AD|rs1582763,rs1582763,AD|rs1582763,MS4A4E,ENSG00000214787,Immune,0.612,0.155,0.999960660246,0.999960660246,higher_expression_higher_disease_risk,0.96,0.96,exact,7.58e-05,0.000225551219512,3,0.0842,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs1582763,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000214787,0.0373065406750958,0.127440105981515,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|NCK2|ENSG00000071051|Immune,AD,Bellenguez et al.,AD|NCK2,NCK2,rs143080277,rs143080277,AD|rs143080277,rs143080277,AD|rs143080277,NCK2,ENSG00000071051,Immune,0.219,0.057,0.999939008251,0.999939008251,higher_expression_higher_disease_risk,0.83,0.83,exact,0.000136,0.000385860465116,6,0.153,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG,major_class,high_exact,MG,1,,rs144636993,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000071051,-0.0200484250806262,0.0674233022023837,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PICALM|ENSG00000073921|Immune,AD,Bellenguez et al.,AD|PICALM,PICALM,rs3851179,rs3851179,AD|rs3851179,rs3851179,AD|rs3851179,PICALM,ENSG00000073921,Immune,-0.213,0.031,3.18839399327e-12,0.999999999997,higher_expression_lower_disease_risk,1.0,1.0,exact,4.08e-12,3.45666666667e-11,4,0.4,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG2,subtype_parent_mapping,high_parent,MG2,1,,rs11234556,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000073921,-0.0065520210404071,0.0461594368164019,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PLEKHA1|ENSG00000107679|Immune,AD,Bellenguez et al.,AD|PLEKHA1,PLEKHA1,rs7908662,rs7908662,AD|rs7908662,rs7908662,AD|rs7908662,PLEKHA1,ENSG00000107679,Immune,0.094,0.029,0.999405236045,0.999405236045,higher_expression_higher_disease_risk,0.97,0.97,exact,0.00125,0.00283457249071,4,0.0603,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG3,3,,rs10788284,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000107679,-0.0110617395349051,0.0391229063932396,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|RASGEF1C|ENSG00000146090|Immune,AD,Bellenguez et al.,AD|RASGEF1C,RASGEF1C,rs113706587,rs113706587,AD|rs113706587,rs113706587,AD|rs113706587,RASGEF1C,ENSG00000146090,Immune,-0.06,0.019,0.00079456464105,0.999205435359,higher_expression_lower_disease_risk,1.0,1.0,exact,0.00207,0.00439965156794,9,0.301,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2,3,,rs116347724,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000146090,-0.199576782919215,0.104974160333831,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|RHOH|ENSG00000168421|Immune,AD,Bellenguez et al.,AD|RHOH,RHOH,rs2245466,rs2245466,AD|rs2245466,rs2245466,AD|rs2245466,RHOH,ENSG00000168421,Immune,-0.092,0.026,0.000201232954344,0.999798767046,higher_expression_lower_disease_risk,0.99,0.99,exact,0.000412,0.00105154811715,7,0.973,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2;MG4,4,,rs1053504,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000168421,-0.0310309695655313,0.0724767811969533,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|SCIMP|ENSG00000029725|Immune,AD,Bellenguez et al.,AD|SCIMP,SCIMP,rs7225151,rs7225151,AD|rs7225151,rs7225151,AD|rs7225151,RABEP1,ENSG00000029725,Immune,0.122,0.024,0.999999814566,0.999999814566,higher_expression_higher_disease_risk,0.98,0.98,exact,3.51e-07,1.5185106383e-06,8,0.123,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG;MG1;MG2;MG3,4,,rs72479703,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000029725,0.0174385681583187,0.0320202576921623,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|SIGLEC11|ENSG00000161640|Immune,AD,Bellenguez et al.,AD|SIGLEC11,SIGLEC11,rs9304690,rs9304690,AD|rs9304690,rs9304690,AD|rs9304690,SIGLEC11,ENSG00000161640,Immune,0.103,0.018,0.999999994743,0.999999994743,higher_expression_higher_disease_risk,0.98,0.98,exact,3.82e-09,2.26233009709e-08,5,0.126,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs9304690,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000161640,0.0631683252511414,0.0975877046753048,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|WDR81|ENSG00000132386|Immune,AD,Bellenguez et al.,AD|WDR81,WDR81,rs35048651,rs35048651,AD|rs35048651,rs35048651,AD|rs35048651,SERPINF1,ENSG00000132386,Immune,0.154,0.035,0.999994587456,0.999994587456,higher_expression_higher_disease_risk,0.82,0.82,exact,1.32e-05,4.44861878453e-05,7,0.0827,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG,major_class,high_exact,MG,1,,rs72631502,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000132386,-0.089096835387117,0.0703422198826514,True,Braak,SEA-AD core3 donor pseudobulk,external_cohort_stage_validation_not_independent_genetic_anchor
