analysis_set,anchor_unit_id,disease,primary_gwas,locus_id,locus_label,gwas_lead_snp,source_gwas_lead_snps,source_lead_signal_ids,eligible_source_gwas_lead_snps,eligible_source_lead_signal_ids,gene_symbol,gene_id,cell_class,beta_G,SE_G,P_beta_G_positive,beta_G_sign_probability,direction_class,PP4,PP4_relaxed_max_diagnostic,coloc_join_status,mr_p_value,mr_bh_fdr,mr_nsnp,egger_intercept_p,eqtl_finemap_max_PIP,evidence_grade,grade_reason,primary_anchor_eligible,qtl_label,qtl_resolution,cell_mapping_confidence,source_qtl_labels,source_signal_count,all_signal_grades,qtl_lead_snp,complex_region,effect_interpretation,allele_reaudit_status,source_doi,gene_id_clean,beta_D,SE_D,expression_estimable,pathology_phenotype,disease_expression_resource,replication_role
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|APH1B|ENSG00000138613|EN,AD,Bellenguez et al.,AD|APH1B,APH1B,rs117618017,rs117618017,AD|rs117618017,rs117618017,AD|rs117618017,APH1B,ENSG00000138613,EN,0.319,0.124,0.994952828226,0.994952828226,higher_expression_higher_disease_risk,1.0,1.0,exact,0.0103,0.0180545977011,5,0.0693,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,Ext,major_class,high_exact,Ext;Ext1;Ext2,3,,rs117618017,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138613,0.0404395409236573,0.0317100164357459,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|CD2AP|ENSG00000198087|EN,AD,Bellenguez et al.,AD|CD2AP,CD2AP,rs7767350,rs7767350,AD|rs7767350,rs7767350,AD|rs7767350,CD2AP,ENSG00000198087,EN,0.209,0.065,0.999348650733,0.999348650733,higher_expression_higher_disease_risk,0.95,0.95,exact,0.00125,0.00283457249071,6,0.961,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,Ext,major_class,high_exact,Ext;Ext4;Ext7,3,,rs9473122,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000198087,0.0228649162804329,0.0195420401232297,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|CTSH|ENSG00000103811|EN,AD,Bellenguez et al.,AD|CTSH,CTSH,rs12592898,rs12592898,AD|rs12592898,rs12592898,AD|rs12592898,CTSH,ENSG00000103811,EN,-0.103,0.025,1.89436199505e-05,0.99998105638,higher_expression_lower_disease_risk,1.0,1.0,exact,2.77e-05,8.80052083333e-05,5,0.0513,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,Ext,major_class,high_exact,Ext;Ext1;Ext2,3,,rs12148472,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000103811,-0.0076987625090242,0.0244864863708694,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|DOC2A|ENSG00000169592|EN,AD,Bellenguez et al.,AD|DOC2A,DOC2A,rs1140239,rs1140239,AD|rs1140239,rs1140239,AD|rs1140239,INO80E,ENSG00000169592,EN,0.179,0.018,1.0,1.0,higher_expression_higher_disease_risk,0.99,0.99,exact,2.5300000000000003e-22,4.28694444444e-21,4,0.885,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext2,subtype_parent_mapping,high_parent,Ext2,1,,rs12598856,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000169592,-0.0382353176946149,0.0226107604261592,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|DOC2A|ENSG00000090238|EN,AD,Bellenguez et al.,AD|DOC2A,DOC2A,rs1140239,rs1140239,AD|rs1140239,rs1140239,AD|rs1140239,YPEL3,ENSG00000090238,EN,-0.408,0.108,7.91169860461e-05,0.999920883014,higher_expression_lower_disease_risk,0.81,0.81,exact,0.000161,0.000448447488584,4,0.0671,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext,major_class,high_exact,Ext,1,,rs3814878,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000090238,0.0131982016357268,0.0263814346256108,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|GRN|ENSG00000030582|EN,AD,Bellenguez et al.,AD|GRN,GRN,rs5848,rs5848,AD|rs5848,rs5848,AD|rs5848,GRN,ENSG00000030582,EN,-0.31,0.049,1.25367272119e-10,0.999999999875,higher_expression_lower_disease_risk,1.0,1.0,exact,3.06e-10,2.074e-09,4,0.203,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,Ext,major_class,high_exact,Ext;Ext1;Ext4,3,,rs5848,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000030582,-0.0124871203277451,0.0239568311177181,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|JAZF1|ENSG00000153814|EN,AD,Bellenguez et al.,AD|JAZF1,JAZF1,rs1160871,rs1160871,AD|rs1160871,rs1160871,AD|rs1160871,JAZF1,ENSG00000153814,EN,-0.126,0.054,0.00981532862865,0.990184671371,higher_expression_lower_disease_risk,0.9,0.9,exact,0.0185,0.0295418848168,8,0.994,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext7,subtype_parent_mapping,high_parent,Ext7,1,,rs10951192,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000153814,0.0170610219656415,0.0233939971807763,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PLEKHA1|ENSG00000107679|EN,AD,Bellenguez et al.,AD|PLEKHA1,PLEKHA1,rs7908662,rs7908662,AD|rs7908662,rs7908662,AD|rs7908662,PLEKHA1,ENSG00000107679,EN,0.121,0.015,1.0,1.0,higher_expression_higher_disease_risk,0.97,0.97,exact,6.82e-16,7.564e-15,3,0.178,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext3,subtype_parent_mapping,high_parent,Ext3,1,,rs4612730,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000107679,0.0562937902625648,0.0292313541492072,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|RBCK1|ENSG00000125826|EN,AD,Bellenguez et al.,AD|RBCK1,RBCK1,rs1358782,rs1358782,AD|rs1358782,rs1358782,AD|rs1358782,RBCK1,ENSG00000125826,EN,-0.115,0.028,2.00291745174e-05,0.999979970825,higher_expression_lower_disease_risk,0.99,0.99,exact,4.71e-05,0.000143655,5,0.339,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext2,subtype_parent_mapping,high_parent,Ext2;Ext8,2,,rs56367061,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000125826,0.0119011044533513,0.0184085090399781,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|TNIP1|ENSG00000145901|EN,AD,Bellenguez et al.,AD|TNIP1,TNIP1,rs871269,rs871269,AD|rs871269,rs871269,AD|rs871269,TNIP1,ENSG00000145901,EN,0.112,0.045,0.993592849666,0.993592849666,higher_expression_higher_disease_risk,0.99,0.99,exact,0.0128,0.0217493036212,4,0.068,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext4,subtype_parent_mapping,high_parent,Ext4,1,,rs871269,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000145901,0.0337749358435799,0.0206489487906461,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|TPCN1|ENSG00000139405|EN,AD,Bellenguez et al.,AD|TPCN1,TPCN1,rs6489896,rs6489896,AD|rs6489896,rs6489896,AD|rs6489896,RITA1,ENSG00000139405,EN,-0.096,0.034,0.00237490338461,0.997625096615,higher_expression_lower_disease_risk,0.92,0.92,exact,0.00519,0.00983198757764,7,0.086,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext1,subtype_parent_mapping,high_parent,Ext1,1,,rs73192839,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000139405,-0.001113099806845,0.0213597475274392,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|TSPAN14|ENSG00000108219|EN,AD,Bellenguez et al.,AD|TSPAN14,TSPAN14,rs6586028,rs6586028,AD|rs6586028,rs6586028,AD|rs6586028,TSPAN14,ENSG00000108219,EN,0.095,0.044,0.984578442599,0.984578442599,higher_expression_higher_disease_risk,0.89,0.89,exact,0.0307,0.0467007481297,7,0.371,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext1,subtype_parent_mapping,high_parent,Ext1,1,,rs12772895,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000108219,-0.0096431287372451,0.0227853285734875,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|WDR12|ENSG00000138380|EN,AD,Bellenguez et al.,AD|WDR12,WDR12,rs139643391,rs139643391,AD|rs139643391,rs139643391,AD|rs139643391,CARF,ENSG00000138380,EN,0.211,0.051,0.999982425721,0.999982425721,higher_expression_higher_disease_risk,0.83,0.83,exact,3.96e-05,0.000123876923077,4,0.722,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext8,subtype_parent_mapping,high_parent,Ext;Ext1;Ext8,3,,rs78907692,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138380,0.0217778098630435,0.0228673242009244,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|WDR12|ENSG00000163596|EN,AD,Bellenguez et al.,AD|WDR12,WDR12,rs139643391,rs139643391,AD|rs139643391,rs139643391,AD|rs139643391,ICA1L,ENSG00000163596,EN,0.115,0.014,1.0,1.0,higher_expression_higher_disease_risk,0.83,0.83,exact,4.67e-16,5.3749056603799994e-15,4,0.606,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext6,subtype_parent_mapping,high_parent,Ext1;Ext2;Ext3;Ext4;Ext5;Ext6;Ext8,7,,rs148707292,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000163596,0.0285231977197324,0.0195960647814584,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|WDR12|ENSG00000138442|EN,AD,Bellenguez et al.,AD|WDR12,WDR12,rs139643391,rs139643391,AD|rs139643391,rs139643391,AD|rs139643391,WDR12,ENSG00000138442,EN,0.263,0.068,0.999945054721,0.999945054721,higher_expression_higher_disease_risk,0.93,0.93,exact,0.000101,0.000294784688995,3,0.0517,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,Ext2,subtype_parent_mapping,high_parent,Ext2,1,,rs72936839,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138442,-0.0113297617185508,0.0303684131437692,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|ADAM17|ENSG00000134330|IN,AD,Bellenguez et al.,AD|ADAM17,ADAM17,rs72777026,rs72777026,AD|rs72777026,rs72777026,AD|rs72777026,IAH1,ENSG00000134330,IN,0.079,0.032,0.993220704698,0.993220704698,higher_expression_higher_disease_risk,0.84,0.84,exact,0.0135,0.0225616438356,6,0.185,0.27,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN,major_class,high_exact,IN,1,,rs13420578,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000134330,-0.0015009144492504,0.0163152106194988,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|ADAM17|ENSG00000119185|IN,AD,Bellenguez et al.,AD|ADAM17,ADAM17,rs72777026,rs72777026,AD|rs72777026,rs72777026,AD|rs72777026,ITGB1BP1,ENSG00000119185,IN,0.155,0.057,0.996728970444,0.996728970444,higher_expression_higher_disease_risk,0.97,0.97,exact,0.00622,0.011428313253,5,0.199,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,IN,major_class,high_exact,IN;IN1;IN6,3,,rs55793962,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000119185,0.0139423855789759,0.0152778811615048,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|APH1B|ENSG00000138613|IN,AD,Bellenguez et al.,AD|APH1B,APH1B,rs117618017,rs117618017,AD|rs117618017,rs117618017,AD|rs117618017,APH1B,ENSG00000138613,IN,0.38,0.056,0.999999999994,0.999999999994,higher_expression_higher_disease_risk,1.0,1.0,exact,1.09e-11,8.98513513514e-11,3,0.593,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,IN7,subtype_parent_mapping,high_parent,IN4;IN7,2,,rs117618017,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138613,0.008743213710257,0.0261009543807706,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
